BrandCode,Brand,N,AvgPrice,PctFeature,PctDisplay
1,Tide,348,5.856752873563218,6.321839080459771,14.080459770114942
2,Wisk,348,4.651896551724137,10.344827586206897,17.52873563218391
3,Era,348,5.9558908045977015,2.586206896551724,3.1609195402298855
4,Surf,348,5.15367816091954,5.747126436781609,4.310344827586207
