Occasion,Household,Week,Loyalty,Price,Feature,Display,Tide,Wisk,Era,Choice,Brand
123,160,3,0.0,4.98,0,0,0,0,0,0,4
124,160,11,1.0,4.67,0,0,1,0,0,1,1
124,160,11,0.0,4.98,0,0,0,1,0,0,2
124,160,11,0.0,5.38,0,0,0,0,1,0,3
124,160,11,0.0,4.98,0,0,0,0,0,0,4
125,160,14,1.0,4.67,0,0,1,0,0,1,1
125,160,14,0.0,4.67,0,0,0,1,0,0,2
125,160,14,0.0,6.55,0,0,0,0,1,0,3
125,160,14,0.0,6.55,0,0,0,0,0,0,4
126,160,19,1.0,4.67,0,0,1,0,0,1,1
126,160,19,0.0,4.98,0,0,0,1,0,0,2
126,160,19,0.0,6.55,0,0,0,0,1,0,3
126,160,19,0.0,4.98,0,0,0,0,0,0,4
127,164,1,0.0,5.08,0,1,1,0,0,1,1
127,164,1,1.0,4.22,1,1,0,1,0,0,2
127,164,1,0.0,6.45,0,0,0,0,1,0,3
127,164,1,0.0,4.89,0,0,0,0,0,0,4
128,164,23,0.0,4.67,0,0,1,0,0,0,1
128,164,23,1.0,4.98,0,0,0,1,0,1,2
128,164,23,0.0,6.55,0,0,0,0,1,0,3
128,164,23,0.0,4.98,0,0,0,0,0,0,4
129,164,36,0.0,5.38,0,0,1,0,0,0,1
129,164,36,1.0,4.98,0,0,0,1,0,1,2
129,164,36,0.0,5.45,0,0,0,0,1,0,3
129,164,36,0.0,3.88,1,1,0,0,0,0,4
130,164,50,0.0,6.95,0,0,1,0,0,0,1
130,164,50,1.0,3.58,0,0,0,1,0,1,2
130,164,50,0.0,6.95,0,0,0,0,1,0,3
130,164,50,0.0,5.39,0,0,0,0,0,0,4
131,166,2,0.46,6.45,0,0,1,0,0,0,1
131,166,2,0.27,3.89,0,1,0,1,0,1,2
131,166,2,0.27,6.45,0,0,0,0,1,0,3
131,166,2,0.0,6.45,0,0,0,0,0,0,4
132,166,3,0.46,6.45,0,0,1,0,0,0,1
132,166,3,0.27,4.36,0,1,0,1,0,1,2
132,166,3,0.27,6.95,0,0,0,0,1,0,3
132,166,3,0.0,6.45,0,0,0,0,0,0,4
133,166,4,0.46,6.45,0,0,1,0,0,1,1
133,166,4,0.27,4.36,0,1,0,1,0,0,2
133,166,4,0.27,6.45,0,0,0,0,1,0,3
133,166,4,0.0,6.45,0,0,0,0,0,0,4
134,166,5,0.46,6.45,0,0,1,0,0,0,1
134,166,5,0.27,4.36,0,0,0,1,0,1,2
134,166,5,0.27,6.45,0,0,0,0,1,0,3
134,166,5,0.0,6.45,0,0,0,0,0,0,4
135,166,31,0.46,4.98,0,0,1,0,0,1,1
135,166,31,0.27,4.89,0,0,0,1,0,0,2
135,166,31,0.27,6.45,0,0,0,0,1,0,3
135,166,31,0.0,4.67,0,0,0,0,0,0,4
136,168,27,0.0,6.45,0,0,1,0,0,0,1
136,168,27,0.0,4.98,0,0,0,1,0,0,2
136,168,27,1.0,6.45,0,0,0,0,1,1,3
136,168,27,0.0,6.45,0,0,0,0,0,0,4
137,168,30,0.0,4.98,1,0,1,0,0,0,1
137,168,30,0.0,4.67,0,1,0,1,0,1,2
137,168,30,1.0,6.45,0,0,0,0,1,0,3
137,168,30,0.0,4.67,0,0,0,0,0,0,4
138,168,43,0.0,6.45,0,0,1,0,0,0,1
138,168,43,0.0,4.67,0,0,0,1,0,0,2
138,168,43,1.0,6.45,0,0,0,0,1,1,3
138,168,43,0.0,6.45,0,0,0,0,0,0,4
139,168,52,0.0,6.95,0,0,1,0,0,0,1
139,168,52,0.0,4.95,0,0,0,1,0,0,2
139,168,52,1.0,6.95,0,0,0,0,1,1,3
139,168,52,0.0,5.39,0,0,0,0,0,0,4
140,171,7,0.36,5.28,0,0,1,0,0,1,1
140,171,7,0.64,4.36,0,0,0,1,0,0,2
140,171,7,0.0,5.28,0,0,0,0,1,0,3
140,171,7,0.0,4.89,0,0,0,0,0,0,4
141,171,7,0.36,5.28,0,0,1,0,0,0,1
141,171,7,0.64,4.36,0,0,0,1,0,1,2
141,171,7,0.0,5.28,0,0,0,0,1,0,3
141,171,7,0.0,4.89,0,0,0,0,0,0,4
142,171,11,0.36,5.28,0,0,1,0,0,1,1
142,171,11,0.64,4.2,0,0,0,1,0,0,2
142,171,11,0.0,5.28,0,0,0,0,1,0,3
142,171,11,0.0,6.45,0,0,0,0,0,0,4
143,171,16,0.36,6.45,0,0,1,0,0,0,1
143,171,16,0.64,4.67,0,0,0,1,0,1,2
143,171,16,0.0,6.45,0,0,0,0,1,0,3
143,171,16,0.0,6.45,0,0,0,0,0,0,4
144,171,45,0.36,6.45,0,0,1,0,0,1,1
144,171,45,0.64,4.67,0,0,0,1,0,0,2
144,171,45,0.0,6.45,0,0,0,0,1,0,3
144,171,45,0.0,4.89,0,0,0,0,0,0,4
145,179,2,0.0,6.45,0,0,1,0,0,0,1
145,179,2,0.64,3.89,0,1,0,1,0,1,2
145,179,2,0.09,6.45,0,0,0,0,1,0,3
145,179,2,0.27,6.45,0,0,0,0,0,0,4
146,179,29,0.0,4.67,0,0,1,0,0,0,1
146,179,29,0.64,4.67,1,0,0,1,0,1,2
146,179,29,0.09,6.55,0,0,0,0,1,0,3
146,179,29,0.27,4.98,0,0,0,0,0,0,4
147,179,41,0.0,6.55,0,0,1,0,0,0,1
147,179,41,0.64,3.81,1,1,0,1,0,1,2
147,179,41,0.09,5.45,0,0,0,0,1,0,3
147,179,41,0.27,4.67,0,0,0,0,0,0,4
148,179,47,0.0,7.02,0,0,1,0,0,0,1
148,179,47,0.64,3.88,1,0,0,1,0,1,2
148,179,47,0.09,7.02,0,0,0,0,1,0,3
148,179,47,0.27,5.45,0,0,0,0,0,0,4
149,184,11,0.0,5.28,0,0,1,0,0,0,1
149,184,11,0.0,4.29,0,0,0,1,0,0,2
149,184,11,0.83,5.28,0,0,0,0,1,1,3
149,184,11,0.17,6.45,0,0,0,0,0,0,4
150,184,13,0.0,5.28,0,0,1,0,0,0,1
150,184,13,0.0,4.67,0,0,0,1,0,0,2
150,184,13,0.83,5.28,0,0,0,0,1,1,3
150,184,13,0.17,6.45,0,0,0,0,0,0,4
151,184,21,0.0,6.45,0,0,1,0,0,0,1
151,184,21,0.0,4.89,0,0,0,1,0,0,2
151,184,21,0.83,6.45,0,0,0,0,1,0,3
151,184,21,0.17,4.67,1,1,0,0,0,1,4
152,184,37,0.0,6.55,0,0,1,0,0,0,1
152,184,37,0.0,6.55,0,0,0,1,0,0,2
152,184,37,0.83,4.67,1,1,0,0,1,1,3
152,184,37,0.17,3.88,0,0,0,0,0,0,4
153,184,44,0.0,6.45,0,0,1,0,0,0,1
153,184,44,0.0,4.67,0,1,0,1,0,0,2
153,184,44,0.83,5.45,0,0,0,0,1,1,3
153,184,44,0.17,6.45,0,0,0,0,0,0,4
154,186,16,0.0,5.39,0,0,1,0,0,0,1
154,186,16,0.67,5.03,0,0,0,1,0,1,2
154,186,16,0.0,4.03,0,0,0,0,1,0,3
154,186,16,0.33,5.06,0,0,0,0,0,0,4
155,186,16,0.0,5.28,0,0,1,0,0,0,1
155,186,16,0.67,4.36,0,0,0,1,0,1,2
155,186,16,0.0,5.28,0,0,0,0,1,0,3
155,186,16,0.33,6.45,0,0,0,0,0,0,4
156,186,21,0.0,6.45,0,0,1,0,0,0,1
156,186,21,0.67,4.89,0,0,0,1,0,0,2
156,186,21,0.0,6.45,0,0,0,0,1,0,3
156,186,21,0.33,4.67,1,0,0,0,0,1,4
157,186,30,0.0,4.98,1,0,1,0,0,0,1
157,186,30,0.67,4.67,0,0,0,1,0,1,2
157,186,30,0.0,6.45,0,0,0,0,1,0,3
157,186,30,0.33,4.89,0,0,0,0,0,0,4
158,186,45,0.0,6.45,0,0,1,0,0,0,1
158,186,45,0.67,4.67,0,0,0,1,0,1,2
158,186,45,0.0,6.45,0,0,0,0,1,0,3
158,186,45,0.33,4.67,0,0,0,0,0,0,4
159,190,4,0.0,5.39,0,1,1,0,0,0,1
159,190,4,1.0,5.26,0,0,0,1,0,1,2
159,190,4,0.0,5.41,0,0,0,0,1,0,3
159,190,4,0.0,5.02,0,1,0,0,0,0,4
160,190,11,0.0,5.39,0,1,1,0,0,0,1
160,190,11,1.0,5.03,0,0,0,1,0,1,2
160,190,11,0.0,5.39,0,0,0,0,1,0,3
160,190,11,0.0,5.02,0,0,0,0,0,0,4
161,190,18,0.0,6.45,0,0,1,0,0,0,1
161,190,18,1.0,4.89,0,0,0,1,0,1,2
161,190,18,0.0,6.45,0,0,0,0,1,0,3
161,190,18,0.0,4.89,0,0,0,0,0,0,4
162,190,22,0.0,5.39,0,0,1,0,0,0,1
162,190,22,1.0,5.03,0,0,0,1,0,1,2
162,190,22,0.0,6.56,0,0,0,0,1,0,3
162,190,22,0.0,4.83,0,0,0,0,0,0,4
163,190,31,0.0,5.39,0,0,1,0,0,0,1
163,190,31,1.0,5.03,0,0,0,1,0,1,2
163,190,31,0.0,6.56,0,0,0,0,1,0,3
163,190,31,0.0,6.63,0,0,0,0,0,0,4
164,190,38,0.0,6.56,0,0,1,0,0,0,1
164,190,38,1.0,5.03,0,0,0,1,0,1,2
164,190,38,0.0,3.78,0,0,0,0,1,0,3
164,190,38,0.0,3.88,0,0,0,0,0,0,4
165,190,45,0.0,6.56,0,0,1,0,0,0,1
165,190,45,1.0,4.22,0,0,0,1,0,1,2
165,190,45,0.0,4.75,0,0,0,0,1,0,3
165,190,45,0.0,3.88,0,0,0,0,0,0,4
166,190,52,0.0,6.95,0,0,1,0,0,0,1
166,190,52,1.0,4.95,0,0,0,1,0,1,2
166,190,52,0.0,6.95,0,0,0,0,1,0,3
166,190,52,0.0,5.39,0,0,0,0,0,0,4
167,192,1,0.29,5.08,1,1,1,0,0,1,1
167,192,1,0.38,4.33,0,0,0,1,0,0,2
167,192,1,0.0,6.55,0,0,0,0,1,0,3
167,192,1,0.29,4.98,0,0,0,0,0,0,4
168,192,7,0.29,4.67,0,0,1,0,0,1,1
168,192,7,0.38,4.67,0,0,0,1,0,0,2
168,192,7,0.0,5.28,0,0,0,0,1,0,3
168,192,7,0.29,4.42,0,0,0,0,0,0,4
169,192,21,0.29,6.45,0,0,1,0,0,0,1
169,192,21,0.38,4.89,0,0,0,1,0,0,2
169,192,21,0.0,6.45,0,0,0,0,1,0,3
169,192,21,0.29,4.67,1,0,0,0,0,1,4
170,192,43,0.29,6.55,0,0,1,0,0,0,1
170,192,43,0.38,3.81,0,0,0,1,0,1,2
170,192,43,0.0,6.55,0,0,0,0,1,0,3
170,192,43,0.29,4.67,0,0,0,0,0,0,4
171,192,50,0.29,6.95,0,0,1,0,0,0,1
171,192,50,0.38,3.58,0,0,0,1,0,1,2
171,192,50,0.0,6.95,0,0,0,0,1,0,3
171,192,50,0.29,5.39,0,0,0,0,0,0,4
172,201,12,0.0,5.28,0,0,1,0,0,1,1
172,201,12,1.0,4.36,0,1,0,1,0,0,2
172,201,12,0.0,5.28,0,0,0,0,1,0,3
172,201,12,0.0,4.89,0,0,0,0,0,0,4
173,201,19,0.0,6.45,0,0,1,0,0,0,1
173,201,19,1.0,4.89,0,0,0,1,0,1,2
173,201,19,0.0,6.45,0,0,0,0,1,0,3
173,201,19,0.0,4.89,0,0,0,0,0,0,4
174,201,21,0.0,6.45,0,0,1,0,0,1,1
174,201,21,1.0,4.89,0,0,0,1,0,0,2
174,201,21,0.0,6.45,0,0,0,0,1,0,3
174,201,21,0.0,4.67,1,0,0,0,0,0,4
175,201,25,0.0,6.45,0,0,1,0,0,1,1
175,201,25,1.0,4.89,0,0,0,1,0,0,2
175,201,25,0.0,6.45,0,0,0,0,1,0,3
175,201,25,0.0,4.89,0,0,0,0,0,0,4
176,201,41,0.0,6.45,0,0,1,0,0,0,1
176,201,41,1.0,4.52,0,0,0,1,0,1,2
176,201,41,0.0,5.45,0,0,0,0,1,0,3
176,201,41,0.0,4.67,0,0,0,0,0,0,4
177,201,42,0.0,6.45,0,0,1,0,0,0,1
177,201,42,1.0,4.59,0,0,0,1,0,1,2
177,201,42,0.0,5.45,0,0,0,0,1,0,3
177,201,42,0.0,4.67,0,0,0,0,0,0,4
178,201,43,0.0,6.45,0,0,1,0,0,0,1
178,201,43,1.0,4.67,0,0,0,1,0,1,2
178,201,43,0.0,5.45,0,0,0,0,1,0,3
178,201,43,0.0,4.67,0,0,0,0,0,0,4
179,201,44,0.0,6.45,0,0,1,0,0,0,1
179,201,44,1.0,4.67,0,0,0,1,0,1,2
179,201,44,0.0,5.45,0,0,0,0,1,0,3
179,201,44,0.0,6.45,0,0,0,0,0,0,4
180,201,45,0.0,6.45,0,0,1,0,0,0,1
180,201,45,1.0,4.67,0,0,0,1,0,1,2
180,201,45,0.0,6.45,0,0,0,0,1,0,3
180,201,45,0.0,4.67,0,0,0,0,0,0,4
181,201,49,0.0,6.95,0,0,1,0,0,0,1
181,201,49,1.0,3.89,0,1,0,1,0,1,2
181,201,49,0.0,6.95,0,0,0,0,1,0,3
181,201,49,0.0,5.39,0,0,0,0,0,0,4
182,201,49,0.0,6.95,0,0,1,0,0,0,1
182,201,49,1.0,3.89,0,1,0,1,0,1,2
182,201,49,0.0,6.95,0,0,0,0,1,0,3
182,201,49,0.0,5.39,0,0,0,0,0,0,4
183,201,52,0.0,6.95,0,0,1,0,0,1,1
183,201,52,1.0,4.36,0,0,0,1,0,0,2
183,201,52,0.0,6.95,0,0,0,0,1,0,3
183,201,52,0.0,5.39,0,0,0,0,0,0,4
184,203,1,0.0,5.08,1,1,1,0,0,0,1
184,203,1,1.0,4.33,0,0,0,1,0,1,2
184,203,1,0.0,6.55,0,0,0,0,1,0,3
184,203,1,0.0,4.89,0,0,0,0,0,0,4
185,203,5,0.0,5.08,0,1,1,0,0,0,1
185,203,5,1.0,4.67,0,0,0,1,0,1,2
185,203,5,0.0,5.28,0,0,0,0,1,0,3
185,203,5,0.0,4.67,1,0,0,0,0,0,4
186,203,7,0.0,5.08,0,0,1,0,0,0,1
186,203,7,1.0,4.67,0,0,0,1,0,1,2
186,203,7,0.0,5.28,0,0,0,0,1,0,3
186,203,7,0.0,4.98,0,0,0,0,0,0,4
187,203,11,0.0,5.38,0,0,1,0,0,0,1
187,203,11,1.0,4.67,0,0,0,1,0,1,2
187,203,11,0.0,5.38,0,0,0,0,1,0,3
187,203,11,0.0,4.98,0,0,0,0,0,0,4
188,203,17,0.0,4.67,0,0,1,0,0,0,1
188,203,17,1.0,4.89,0,0,0,1,0,1,2
188,203,17,0.0,5.28,0,0,0,0,1,0,3
188,203,17,0.0,4.89,0,0,0,0,0,0,4
189,203,20,0.0,4.67,0,0,1,0,0,0,1
189,203,20,1.0,4.98,0,0,0,1,0,1,2
189,203,20,0.0,6.55,0,0,0,0,1,0,3
189,203,20,0.0,4.98,0,0,0,0,0,0,4
190,203,22,0.0,6.36,0,0,1,0,0,0,1
190,203,22,1.0,4.83,0,0,0,1,0,1,2
190,203,22,0.0,6.36,0,0,0,0,1,0,3
190,203,22,0.0,4.83,0,0,0,0,0,0,4
191,203,25,0.0,6.36,0,0,1,0,0,0,1
191,203,25,1.0,4.83,0,0,0,1,0,1,2
191,203,25,0.0,6.36,0,0,0,0,1,0,3
191,203,25,0.0,4.83,0,0,0,0,0,0,4
192,203,27,0.0,4.67,0,0,1,0,0,0,1
192,203,27,1.0,4.98,0,0,0,1,0,1,2
192,203,27,0.0,6.55,0,0,0,0,1,0,3
192,203,27,0.0,4.98,0,0,0,0,0,0,4
193,203,39,0.0,6.55,0,0,1,0,0,0,1
193,203,39,1.0,4.67,0,0,0,1,0,1,2
193,203,39,0.0,4.67,1,0,0,0,1,0,3
193,203,39,0.0,4.67,0,0,0,0,0,0,4
194,203,41,0.0,6.55,0,0,1,0,0,0,1
194,203,41,1.0,3.81,1,1,0,1,0,1,2
194,203,41,0.0,5.45,0,0,0,0,1,0,3
194,203,41,0.0,4.67,0,0,0,0,0,0,4
195,203,45,0.0,6.55,0,0,1,0,0,0,1
195,203,45,1.0,4.67,0,0,0,1,0,1,2
195,203,45,0.0,6.55,0,0,0,0,1,0,3
195,203,45,0.0,4.98,0,0,0,0,0,0,4
196,203,47,0.0,6.97,0,0,1,0,0,0,1
196,203,47,1.0,3.88,1,0,0,1,0,1,2
196,203,47,0.0,7.0,0,0,0,0,1,0,3
196,203,47,0.0,5.41,0,0,0,0,0,0,4
197,204,1,0.0,5.08,1,1,1,0,0,1,1
197,204,1,0.71,4.33,0,0,0,1,0,0,2
197,204,1,0.14,6.55,0,0,0,0,1,0,3
197,204,1,0.14,4.89,0,0,0,0,0,0,4
198,204,1,0.0,5.08,1,1,1,0,0,0,1
198,204,1,0.71,4.33,0,0,0,1,0,1,2
198,204,1,0.14,6.55,0,0,0,0,1,0,3
198,204,1,0.14,4.89,0,0,0,0,0,0,4
199,204,2,0.0,6.45,0,0,1,0,0,0,1
199,204,2,0.71,3.89,0,1,0,1,0,1,2
199,204,2,0.14,6.45,0,0,0,0,1,0,3
199,204,2,0.14,4.89,0,0,0,0,0,0,4
200,204,32,0.0,5.72,0,0,1,0,0,0,1
200,204,32,0.71,4.89,0,0,0,1,0,0,2
200,204,32,0.14,5.45,0,0,0,0,1,0,3
200,204,32,0.14,4.2,1,0,0,0,0,1,4
201,204,40,0.0,6.45,0,0,1,0,0,0,1
201,204,40,0.71,4.52,0,0,0,1,0,1,2
201,204,40,0.14,5.45,0,0,0,0,1,0,3
201,204,40,0.14,4.67,0,0,0,0,0,0,4
202,204,49,0.0,6.95,0,0,1,0,0,0,1
202,204,49,0.71,3.89,0,1,0,1,0,1,2
202,204,49,0.14,6.95,0,0,0,0,1,0,3
202,204,49,0.14,4.89,0,0,0,0,0,0,4
203,206,29,0.0,4.67,0,0,1,0,0,0,1
203,206,29,0.5,4.67,1,0,0,1,0,1,2
203,206,29,0.0,6.55,0,0,0,0,1,0,3
203,206,29,0.5,4.98,0,0,0,0,0,0,4
204,206,33,0.0,5.38,0,0,1,0,0,0,1
204,206,33,0.5,4.98,0,0,0,1,0,1,2
204,206,33,0.0,5.45,0,0,0,0,1,0,3
204,206,33,0.5,4.98,0,0,0,0,0,0,4
205,206,36,0.0,5.38,0,0,1,0,0,0,1
205,206,36,0.5,4.98,0,0,0,1,0,0,2
205,206,36,0.0,5.45,0,0,0,0,1,0,3
205,206,36,0.5,3.88,1,0,0,0,0,1,4
206,206,41,0.0,6.55,0,0,1,0,0,0,1
206,206,41,0.5,3.81,1,1,0,1,0,1,2
206,206,41,0.0,5.45,0,0,0,0,1,0,3
206,206,41,0.5,4.67,0,0,0,0,0,0,4
207,206,47,0.0,7.02,0,0,1,0,0,0,1
207,206,47,0.5,3.88,1,0,0,1,0,1,2
207,206,47,0.0,7.02,0,0,0,0,1,0,3
207,206,47,0.5,5.45,0,0,0,0,0,0,4
208,208,1,0.0,6.45,0,0,1,0,0,0,1
208,208,1,1.0,3.89,1,1,0,1,0,1,2
208,208,1,0.0,6.45,0,0,0,0,1,0,3
208,208,1,0.0,6.45,0,0,0,0,0,0,4
209,208,4,0.0,6.45,0,0,1,0,0,0,1
209,208,4,1.0,4.36,0,1,0,1,0,1,2
209,208,4,0.0,6.45,0,0,0,0,1,0,3
209,208,4,0.0,4.89,0,0,0,0,0,0,4
210,208,8,0.0,4.67,1,1,1,0,0,0,1
210,208,8,1.0,4.67,0,0,0,1,0,1,2
210,208,8,0.0,5.38,0,0,0,0,1,0,3
210,208,8,0.0,4.42,0,1,0,0,0,0,4
211,208,22,0.0,4.67,0,0,1,0,0,0,1
211,208,22,1.0,4.98,0,0,0,1,0,1,2
211,208,22,0.0,6.55,0,0,0,0,1,0,3
211,208,22,0.0,4.98,0,0,0,0,0,0,4
212,208,26,0.0,4.67,0,0,1,0,0,0,1
212,208,26,1.0,4.98,0,0,0,1,0,1,2
212,208,26,0.0,6.55,0,0,0,0,1,0,3
212,208,26,0.0,4.98,0,0,0,0,0,0,4
213,208,27,0.0,4.67,0,0,1,0,0,0,1
213,208,27,1.0,4.98,0,0,0,1,0,1,2
213,208,27,0.0,6.55,0,0,0,0,1,0,3
213,208,27,0.0,4.98,0,0,0,0,0,0,4
214,208,28,0.0,4.67,0,0,1,0,0,0,1
214,208,28,1.0,4.98,0,0,0,1,0,1,2
214,208,28,0.0,6.55,0,0,0,0,1,0,3
214,208,28,0.0,4.98,0,0,0,0,0,0,4
215,208,33,0.0,5.38,0,0,1,0,0,0,1
215,208,33,1.0,4.98,0,0,0,1,0,1,2
215,208,33,0.0,5.45,0,0,0,0,1,0,3
215,208,33,0.0,4.98,0,0,0,0,0,0,4
216,208,33,0.0,5.38,0,0,1,0,0,0,1
216,208,33,1.0,4.98,0,0,0,1,0,1,2
216,208,33,0.0,5.45,0,0,0,0,1,0,3
216,208,33,0.0,4.98,0,0,0,0,0,0,4
217,208,38,0.0,6.55,0,0,1,0,0,0,1
217,208,38,1.0,4.98,0,0,0,1,0,1,2
217,208,38,0.0,4.67,0,0,0,0,1,0,3
217,208,38,0.0,4.67,0,0,0,0,0,0,4
218,208,40,0.0,6.55,0,0,1,0,0,0,1
218,208,40,1.0,4.67,0,0,0,1,0,1,2
218,208,40,0.0,4.67,0,0,0,0,1,0,3
218,208,40,0.0,4.67,0,0,0,0,0,0,4
219,208,41,0.0,6.55,0,0,1,0,0,0,1
219,208,41,1.0,3.81,1,1,0,1,0,1,2
219,208,41,0.0,5.45,0,0,0,0,1,0,3
219,208,41,0.0,4.67,0,0,0,0,0,0,4
220,208,42,0.0,6.55,0,0,1,0,0,0,1
220,208,42,1.0,3.81,0,1,0,1,0,1,2
220,208,42,0.0,5.45,0,0,0,0,1,0,3
220,208,42,0.0,4.67,0,0,0,0,0,0,4
221,208,50,0.0,7.02,0,0,1,0,0,0,1
221,208,50,1.0,4.67,0,0,0,1,0,1,2
221,208,50,0.0,7.02,0,0,0,0,1,0,3
221,208,50,0.0,5.45,0,0,0,0,0,0,4
222,219,2,0.0,5.08,0,1,1,0,0,1,1
222,219,2,0.0,4.67,0,0,0,1,0,0,2
222,219,2,0.26,6.45,0,0,0,0,1,0,3
222,219,2,0.74,4.67,0,0,0,0,0,0,4
223,219,6,0.0,5.38,0,1,1,0,0,0,1
223,219,6,0.0,4.67,0,0,0,1,0,0,2
223,219,6,0.26,5.28,0,0,0,0,1,0,3
223,219,6,0.74,4.67,1,1,0,0,0,1,4
224,219,8,0.0,5.3,1,1,1,0,0,1,1
224,219,8,0.0,4.67,0,0,0,1,0,0,2
224,219,8,0.26,5.38,0,0,0,0,1,0,3
224,219,8,0.74,4.98,0,0,0,0,0,0,4
225,219,10,0.0,5.38,0,0,1,0,0,0,1
225,219,10,0.0,4.67,0,0,0,1,0,0,2
225,219,10,0.26,5.38,0,0,0,0,1,0,3
225,219,10,0.74,6.55,0,0,0,0,0,1,4
226,219,11,0.0,5.38,0,0,1,0,0,0,1
226,219,11,0.0,6.55,0,0,0,1,0,0,2
226,219,11,0.26,5.38,0,0,0,0,1,0,3
226,219,11,0.74,6.55,0,0,0,0,0,1,4
227,219,13,0.0,5.38,0,0,1,0,0,0,1
227,219,13,0.0,6.55,0,0,0,1,0,0,2
227,219,13,0.26,6.45,0,0,0,0,1,0,3
227,219,13,0.74,6.55,0,0,0,0,0,1,4
228,219,15,0.0,5.19,0,0,1,0,0,0,1
228,219,15,0.0,4.8,0,0,0,1,0,0,2
228,219,15,0.26,5.06,0,0,0,0,1,0,3
228,219,15,0.74,4.83,0,0,0,0,0,1,4
229,219,33,0.0,5.38,0,0,1,0,0,0,1
229,219,33,0.0,4.98,0,0,0,1,0,0,2
229,219,33,0.26,5.45,0,0,0,0,1,0,3
229,219,33,0.74,4.98,0,0,0,0,0,1,4
230,219,39,0.0,5.28,0,0,1,0,0,1,1
230,219,39,0.0,4.22,0,0,0,1,0,0,2
230,219,39,0.26,4.92,0,0,0,0,1,0,3
230,219,39,0.74,4.89,0,0,0,0,0,0,4
231,219,40,0.0,5.28,0,0,1,0,0,1,1
231,219,40,0.0,4.22,0,0,0,1,0,0,2
231,219,40,0.26,4.92,0,0,0,0,1,0,3
231,219,40,0.74,4.89,0,0,0,0,0,0,4
232,219,44,0.0,6.55,0,0,1,0,0,1,1
232,219,44,0.0,4.67,0,0,0,1,0,0,2
232,219,44,0.26,6.55,0,0,0,0,1,0,3
232,219,44,0.74,4.67,0,0,0,0,0,0,4
233,219,48,0.0,7.02,0,0,1,0,0,1,1
233,219,48,0.0,3.88,0,0,0,1,0,0,2
233,219,48,0.26,7.02,0,0,0,0,1,0,3
233,219,48,0.74,5.45,0,0,0,0,0,0,4
234,223,2,0.0,5.08,0,1,1,0,0,0,1
234,223,2,0.78,4.67,0,1,0,1,0,1,2
234,223,2,0.11,5.06,0,0,0,0,1,0,3
234,223,2,0.11,4.67,0,0,0,0,0,0,4
235,223,9,0.0,5.28,1,1,1,0,0,0,1
235,223,9,0.78,4.22,0,0,0,1,0,1,2
235,223,9,0.11,5.28,0,0,0,0,1,0,3
235,223,9,0.11,4.89,0,0,0,0,0,0,4
236,223,15,0.0,5.38,0,0,1,0,0,0,1
236,223,15,0.78,4.98,0,0,0,1,0,1,2
236,223,15,0.11,6.45,0,0,0,0,1,0,3
236,223,15,0.11,6.55,0,0,0,0,0,0,4
237,223,27,0.0,5.38,0,0,1,0,0,0,1
237,223,27,0.78,4.98,0,0,0,1,0,1,2
237,223,27,0.11,6.55,0,0,0,0,1,0,3
237,223,27,0.11,4.98,0,0,0,0,0,0,4
238,223,33,0.0,5.38,0,0,1,0,0,0,1
238,223,33,0.78,4.98,0,0,0,1,0,1,2
238,223,33,0.11,5.45,0,0,0,0,1,0,3
238,223,33,0.11,4.98,0,0,0,0,0,0,4
239,223,36,0.0,6.55,0,0,1,0,0,0,1
239,223,36,0.78,4.98,0,0,0,1,0,1,2
239,223,36,0.11,5.45,0,0,0,0,1,0,3
239,223,36,0.11,3.88,1,0,0,0,0,0,4
240,223,39,0.0,6.55,0,0,1,0,0,0,1
240,223,39,0.78,4.67,0,0,0,1,0,1,2
240,223,39,0.11,4.67,1,0,0,0,1,0,3
240,223,39,0.11,4.67,0,0,0,0,0,0,4
241,223,41,0.0,6.55,0,0,1,0,0,0,1
241,223,41,0.78,3.81,1,1,0,1,0,1,2
241,223,41,0.11,5.45,0,0,0,0,1,0,3
241,223,41,0.11,4.67,0,0,0,0,0,0,4
242,223,50,0.0,7.02,0,0,1,0,0,0,1
242,223,50,0.78,4.67,0,0,0,1,0,1,2
242,223,50,0.11,7.02,0,0,0,0,1,0,3
242,223,50,0.11,5.45,0,0,0,0,0,0,4
243,232,11,0.0,5.38,0,0,1,0,0,0,1
243,232,11,0.67,6.55,0,0,0,1,0,0,2
243,232,11,0.33,5.38,0,0,0,0,1,0,3
243,232,11,0.0,6.55,0,0,0,0,0,1,4
244,232,13,0.0,5.38,0,0,1,0,0,0,1
244,232,13,0.67,6.55,0,0,0,1,0,1,2
244,232,13,0.33,6.45,0,0,0,0,1,0,3
244,232,13,0.0,6.55,0,0,0,0,0,0,4
245,232,15,0.0,5.38,0,0,1,0,0,0,1
245,232,15,0.67,4.98,0,0,0,1,0,1,2
245,232,15,0.33,6.45,0,0,0,0,1,0,3
245,232,15,0.0,6.55,0,0,0,0,0,0,4
246,232,35,0.0,5.38,0,0,1,0,0,0,1
246,232,35,0.67,4.98,0,0,0,1,0,0,2
246,232,35,0.33,5.45,0,0,0,0,1,0,3
246,232,35,0.0,4.67,0,0,0,0,0,1,4
247,232,36,0.0,6.55,0,0,1,0,0,0,1
247,232,36,0.67,4.98,0,0,0,1,0,0,2
247,232,36,0.33,5.45,0,0,0,0,1,1,3
247,232,36,0.0,3.88,1,0,0,0,0,0,4
248,232,37,0.0,6.55,0,0,1,0,0,0,1
